,Datetime,Text
1312,2020-09-14 23:57:41+00:00,For owning a stake in the truth? You usually do try to shame people who expose you for what you are though.
1313,2020-09-14 23:57:40+00:00,If Fox spoke the truth than what they have said about Hillary for 20 years would put Hillary in prison by now. LOL Hillary is free
1314,2020-09-14 23:57:40+00:00,Poor MAGAts. Decisions decisions. Should they buy a Trump Train boat or send money to Dear Leader? A boat is a hole in the water you throw money into. Donald is just an asshole. 
1315,2020-09-14 23:57:40+00:00,Thank you for your service. Maybe you can stop the other Generals who are planning a coup. They took the same oath but are turning their backs on that oath.
1316,2020-09-14 23:57:40+00:00,"You see, they won’t need to - this is the time!"
1317,2020-09-14 23:57:40+00:00,Definitely!!!
1318,2020-09-14 23:57:40+00:00, 
1319,2020-09-14 23:57:40+00:00,This Village People cover band sucks.
1320,2020-09-14 23:57:40+00:00,@realDonaldTrump joel 3:3 pope Francis gangbanger 1985?Manassas his face hold crooked cross Washington his boy he thinks oral on Georgetown Jesuits? Baltimore hand? FirstEnergy park Lakewood nj from above is child gangbang emotional brhama boot 
1321,2020-09-14 23:57:40+00:00,Irony is dead
1322,2020-09-14 23:57:40+00:00,"My God will never bless a CONMAN who let 196,000 people DIE NEEDLESSLY!!"
1323,2020-09-14 23:57:39+00:00,"We have one right now, POTUS Donald J. Trump! Don’t forget that you, @HillaryClinton, let 4 Americans die in #Benghazi! #NeverForgetBenghazi #KAG2020"
1324,2020-09-14 23:57:39+00:00,"It takes a special kind of person to believe that the whole world is lying but Donald Trump is telling the truth! Unfortunately, they are numerous, there is one born every minute!"
1325,2020-09-14 23:57:39+00:00,:p
1326,2020-09-14 23:57:39+00:00,"@realDonaldTrump doesn’t give a shit, he doesn’t live in California. "
1327,2020-09-14 23:57:39+00:00,"That fist always meant ""POWER TO THE PEOPLE"""
1328,2020-09-14 23:57:39+00:00,Stop telling people what to do.
1329,2020-09-14 23:57:39+00:00,"I have been to several of Trump's rallies and other events there are people from all walks the life getting along.. nothing but love and patriotism!! I'm sorry that CNN has been lying to you, but is time for you to wake up and research and think for yourself."
1330,2020-09-14 23:57:39+00:00,Your still watching
1331,2020-09-14 23:57:39+00:00,"Again, lefties can't read...""MENTALLY FIT"", It means their brains are more healthy in a cognitive manner. C'mon lefties, common grammar. Poor Joe could barely read or speak. It's the voice of a very tired old man."
1332,2020-09-14 23:57:38+00:00,
1333,2020-09-14 23:57:38+00:00,Main stream media: Extreme right wing judge appointed by Trump rules in his favor. Brave democrats immediately appeal this dictatorial decision. Questions arise whether this judge is on the take!
1334,2020-09-14 23:57:38+00:00,
1335,2020-09-14 23:57:38+00:00,"STFU! They can protest whenever the hell they want. You don't watch football anyway, remember?"
1336,2020-09-14 23:57:38+00:00,"Haven’t watched a game since this started, such a shame because I love sports! Never kneel to our fallen soldiers and those who fought for our freedom! Shame on them!"
1337,2020-09-14 23:57:38+00:00,"Bless your heart, Stevie. "
1338,2020-09-14 23:57:38+00:00,#BidenHarrisLandslide2020
1339,2020-09-14 23:57:38+00:00,
1340,2020-09-14 23:57:37+00:00,Democrats are spinning their words. They say that they have called out the violence and shootings. Now is the time for the Democrats to call out BLM and ANTIFA for all the violence and shootings. Let's hear it Democrats. From you mouth to God's ear. Call out them out.
1341,2020-09-14 23:57:37+00:00,Man. Is that the best you’ve got? No wonder most comedians are liberal. Y’all suck at this.
1342,2020-09-14 23:57:37+00:00,@realDonaldTrump Is going to prison soon #locktheMF
1343,2020-09-14 23:57:37+00:00,And here we have a pedophile rapist #sexcrimes #SexCrimnal #DonaldTrump 
1344,2020-09-14 23:57:37+00:00,Except @realDonaldTrump is having a super-spreader event here right now! 
1345,2020-09-14 23:57:37+00:00,You mean the shirts that say restore the family? And now advocating for family unity with your family is politicizing children? You've lost the plot.
1346,2020-09-14 23:57:37+00:00,"Friends & I are making plans for dinner & drinks at Trump Towers in NYC on Election Day where there will be coverage until the state polls close, until we've victory. Afterwards we'll be taking to the streets to celebrate with MAGAs, and to rub it in to the losers"
1347,2020-09-14 23:57:37+00:00, @realDonaldTrump retweeted this. @duty2warn is a group of mental health specialist who think he’s unfit to serve. What an easy win.
1348,2020-09-14 23:57:36+00:00,Go back
1349,2020-09-14 23:57:36+00:00,"195,000 dead"
1350,2020-09-14 23:57:36+00:00,Hey free chicken! Nobody cares!
1351,2020-09-14 23:57:36+00:00,Can’t wait for you to be President.
1352,2020-09-14 23:57:36+00:00,"That looks like Cuba, another mishap. But Trump told the pilot that the GPS got it wrong."
1353,2020-09-14 23:57:36+00:00,"Sir, @realDonaldTrump Any chance you could look into endorsing @MajorCaGov I know your endorsement record is pretty successful. Thank you kindly. @DonaldJTrumpJr"
1354,2020-09-14 23:57:36+00:00,
1355,2020-09-14 23:57:36+00:00,"How Donald Trump Moved Millions From His Campaign Donors To His Private Business via @forbes https://www.forbes.com/sites/michelatindera/2020/07/21/how-donald-trump-moved-millions-from-his-campaign-donors-to-his-private-business/ If I donated a MILLION dollars and found out it went directly into Donald's pocket and then spent, I would be pissed! BTW isn't there a Law about that?"
1356,2020-09-14 23:57:35+00:00,No.
1357,2020-09-14 23:57:35+00:00,And who they blame....”the left wants to promote pedophiles” ummmmmm @RoyMooreSenate would like a word.
1358,2020-09-14 23:57:35+00:00,"@POTUS @realDonaldTrump Here are some words you should learn to live by: If it's not yours, don't take it. If it's not right, don't do it. If it's not true, don't say it. "
1359,2020-09-14 23:57:35+00:00,"Blocked, needs to stop projecting like hes the President,"
1360,2020-09-14 23:57:35+00:00,"Basically you can chooses either Rep state - safe and clean or you can live in a Dem city - unsafe and clean due to defund/shootings/deaths - lower house values, higher taxes - No ty I choose Florida - Republican Trump 2020"
1361,2020-09-14 23:57:35+00:00,Wut?
1362,2020-09-14 23:57:35+00:00,SUCK HARDER - MAYBE @realDonaldTrump WILL GIVE YOU A LOOK.
1363,2020-09-14 23:57:35+00:00,"You guys really have no shame in what lies you'll spread for your leader, do you?"
1364,2020-09-14 23:57:35+00:00,No teleprompters. No memory drugs. No ear pieces.
1365,2020-09-14 23:57:35+00:00,Yeah sorry im not paid by them sorry that you litterly think people are brainwashed when its clearly you who is lol
1366,2020-09-14 23:57:35+00:00,I don’t know if they were paid but theses trucks were speeding up & down the base today here in Sacramento with the Trump flags. A truck plowed through the protesters... it was the chaos that seems to follow him everywhere he goes.
1367,2020-09-14 23:57:35+00:00,"Yeah, I think you should piss off Mueller with lies or false accusations. I'm sure it will go well for you... like it did with Woodward, Maryanne, Cohen, Stormy, etc."
1368,2020-09-14 23:57:35+00:00,Crazy old senile judge
1369,2020-09-14 23:57:34+00:00,@realDonaldTrump @NASA
1370,2020-09-14 23:57:34+00:00,Hug another fucken tree
1371,2020-09-14 23:57:34+00:00,@JoeBiden have you ever read the book of Revelations? It’s the last book in the Bible. It tells of these things happening. You can’t stop God.
1372,2020-09-14 23:57:34+00:00,@realDonaldTrump YES!! A REAL President will fix everything you have done TO our Country! We all know you have done nothing FOR our Country! #TrumpIsACompleteFailure
1373,2020-09-14 23:57:34+00:00,Just don’t watch the games I won’t and haven’t
1374,2020-09-14 23:57:34+00:00,Why hasn't @realDonaldTrump or anyone in your party of family values condemned the bounties Putin put on American soldiers or the actions of a 17 year old vigilante? Or how about white supremacists in Charlottesville? Losers and suckers in service? #Hypocrisy
1375,2020-09-14 23:57:34+00:00,What does it mean when you call 500 people randomly and most of them aren't Republicans?
1376,2020-09-14 23:57:34+00:00,The man has a one-track mind sometimes. Maybe I’ll report that tweet of his.
1377,2020-09-14 23:57:34+00:00,#TrumpIsALiar #FakeNews
1378,2020-09-14 23:57:34+00:00,Tell that to the families of the almost 200K that have died due to the ignorance and negligence of the U.S. government. #DeathPanelRepublicans
1379,2020-09-14 23:57:34+00:00,If there is a HELL @realDonaldTrump is going soaked and drenched in gasoline drawers! Let it be so!
1380,2020-09-14 23:57:34+00:00,"Lol, this is hysterical! trump is the biggest idiot there is!"
1381,2020-09-14 23:57:34+00:00,Arson is not climate change. Just saying.
1382,2020-09-14 23:57:34+00:00,"I focus on the positive. Rally in Nevada with maskless minions. Incubation 3-14 days, early voting in Nevada, October 17. I believe in evolution, natural selection and also that not all Homo sapiens are wise man. Should be fewer minions in a few weeks I don't make the rules."
1383,2020-09-14 23:57:33+00:00,Super spreader alert
1384,2020-09-14 23:57:33+00:00,Y’all paying rioters to burn our cities down that isn’t working out for y’all. So now y’all are burning down the forest how much does that cost y’all. What is next.
1385,2020-09-14 23:57:33+00:00,"More pillows , more big Macs , more Trump Daddy !!!!! Let's Keep $UCKING !!! More crowds !! Let's $uck harder !! They are coming for your Twitter! keep $uck Pumping"
1386,2020-09-14 23:57:33+00:00,Oh really? Watch this
1387,2020-09-14 23:57:33+00:00,"President @realDonaldTrump Vindicated by Oregon citizens defending their property. cc @JesseBWatters @greggutfeld @TuckerCarlson @IngrahamAngle @gatewaypundit @nypost ""When the looting starts, the shooting starts"""
1388,2020-09-14 23:57:33+00:00,"Obviously, the NFL doesn’t give a F what you think!"
1389,2020-09-14 23:57:33+00:00,Probably the “staffer” that will come down with Covid the day of a debate forcing our hero to self quarantine and miss the debate.
1390,2020-09-14 23:57:33+00:00,
1391,2020-09-14 23:57:33+00:00,"No, Joe. It’s Antifa."
1392,2020-09-14 23:57:33+00:00,So Trumper’s remember he doesn’t care about you as long as Trump Donald J Trump is safe that’s all he cares about as for the rest of you just vote and then you can go die that would make him really happy https://twitter.com/essenviews/status/1305536764564500482
1393,2020-09-14 23:57:33+00:00,"""In a trial heat among registered voters, Sanders supporters firmly say they would vote for Joe Biden (89%) over Donald Trump (3%) if the election for president were held now."""
1394,2020-09-14 23:57:32+00:00,"https://www.abc.net.au/news/2020-09-15/donald-trump-it-will-get-cooler-wildfires-california-climate/12664230 On this @realDonaldTrump is right. Like in the Australian summer, there were wildfires, and the Climate Communists screamed Climate Change. After summer, came Autumn, then Winter. The fires went out. It got colder. It rained. Taxing the air, won't stop it"
1395,2020-09-14 23:57:32+00:00,"So where, in the streets"
1396,2020-09-14 23:57:32+00:00,I understand how you feel but you did the right thing.
1397,2020-09-14 23:57:32+00:00,"@ScottAdamsSays has discussed these UV light studies. When this concept was mentioned by @realDonaldTrump, the #MSM twisted his words to created the Drinking Bleach hoax."
1398,2020-09-14 23:57:32+00:00,Did anybody tell him that the Bay of Pigs was a disaster and our government was behind the effort to bring those refugees in? Maybe someone should give him the Fickle Finger of Fate award. He'll probably be happy with that too.
1399,2020-09-14 23:57:32+00:00,#TheBestIsYetToCome @realDonaldTrump #trump2020
1400,2020-09-14 23:57:32+00:00,"Lives stock will suffocate, our current food chain methods is destroying the environment, trump recently lifted fracking restrictions in the arctic which will absolutely obliterate the arctic. Sea levels will rise roughly 11.9 meters affecting 3.2 billion people on the coasts..."
1401,2020-09-14 23:57:32+00:00,"and then when it's all over, they go and huddle no feet apart to ask him stupid questions."
1402,2020-09-14 23:57:32+00:00,Curious Ron what verifiable facts you and Zoey have?Right now there's multiple sources including WH insiders who confirm donnyjohn/Puti thing
1403,2020-09-14 23:57:32+00:00,The worst part is that he reproduced. 
1404,2020-09-14 23:57:31+00:00,"Looting, rioting!"
1405,2020-09-14 23:57:31+00:00,"The little eu only 40/50 yeas old are absolutely shivering in their shoes, they can't handle having to get back on their donkeys (no disrespect) Without @realDonaldTrump the world is f.. .d. And I mean that. Do not let your country be taken over by idiots Please vote Trump."
1406,2020-09-14 23:57:31+00:00,Really think telling us this 25 times is going to get you re-elected?
1407,2020-09-14 23:57:31+00:00,She should be nominated for a Pulitzer.
1408,2020-09-14 23:57:31+00:00,"When it comes to black lives like I get it he doesn't support the radical movement of the rioting and looting, but when blacks die, Ahmed Arbery, Tamir Rice who , Breonna Taylor he doesn't mention them but let it be a white or cop ohh he feels soo bad"
1409,2020-09-14 23:57:31+00:00,#Benghazi I mean #NigerAmbush
1410,2020-09-14 23:57:31+00:00,Nice!
1411,2020-09-14 23:57:31+00:00,Larry Ellison and CEO Safra Catz should be ashamed of themselves - large donors and now large beneficiaries of YOUR TicToc debacle. You know no shame.
1412,2020-09-14 23:57:31+00:00,This is on @realDonaldTrump and he’s too dense to understand that. 
1413,2020-09-14 23:57:31+00:00,First thought is George Soros. Second thought is other wealthy entities foreign and domestic that want America and Donald J Trump to FALL. #Trump2020
1414,2020-09-14 23:57:31+00:00,"And... If you’re a journalist covering @JoeBiden and @KamalaHarris, you have an obligation to the American public to demand they allow time for Q&amp;As."
1415,2020-09-14 23:57:31+00:00,"But Jimmy, that's not @realDonaldTrump"
1416,2020-09-14 23:57:31+00:00,"⁦@JoeBiden #CCPBIDEN ⁩ ⁦@realDonaldTrump⁩ love you SIR ⁦@joerogan⁩ it’s a dream, WILL never happen."
1417,2020-09-14 23:57:31+00:00,FU @realDonaldTrump they can protest when they want! 
1418,2020-09-14 23:57:31+00:00,Wtf does covid 19 relief have to do with kneeling during anthem? GTFOH try again shfh. 
1419,2020-09-14 23:57:31+00:00,"@realDonaldTrump I told y'all I'm a prime example of working the system, hustlin' for a crazy check. lol"
1420,2020-09-14 23:57:31+00:00,"Dear Grope: Keep up that messaging, buddy. You're really connecting with Americans now! Because Americans want to destroy the economy over a hoax. We crave that. Your friend, Chop PS: Can we maybe worry about the weather AFTER we arrest the idiots with gas cans and lighters?"
1421,2020-09-14 23:57:31+00:00,Do it!!! It works for both sides. @joerogan is incredibly balanced and would hear both sides out with understanding and curiosity. He would ask some very good questions about @realDonaldTrump decisions and @JoeBiden Campaign decisions. Can't wait the country won be better for it!
1422,2020-09-14 23:57:30+00:00,"@realDonaldTrump You're ignorant. Half of the fires are on Federal land! Record heat, here, in Europe, all over the world, more, stronger storms, the Poles melting, and the temperature of the ocean is rising. Who do you blame for those things? There is ample proof of all this! "
1423,2020-09-14 23:57:30+00:00,@TrumpWarRoom ... AND how many Americans will become infected @POTUS @realDonaldTrump rallies... People are going to DIE because of his need to have his ego stroked... he doesn’t care. By the way ... those waivers or NDA are invalid if a crime is committed 
1424,2020-09-14 23:57:30+00:00,@realDonaldTrump 
1425,2020-09-14 23:57:30+00:00,
1426,2020-09-14 23:57:30+00:00,He’s making you look like a fool. Where are Donald Trump’s tax returns. It’s been over 4 years. Go Jaime!
1427,2020-09-14 23:57:30+00:00,"I'm fine with Biden. Biden doesn't lie every time he opens his mouth like the Trumps do. Also, Biden doesn't have 196,000 deaths on his hands."
1428,2020-09-14 23:57:30+00:00,Imagine how incriminating it is to have audio tapes?
1429,2020-09-14 23:57:30+00:00,Nobody wants a creepy virus spreading sexual assaulter in their state. #WorstPresidentInHistory
1430,2020-09-14 23:57:30+00:00,You are next GAVY!
1431,2020-09-14 23:57:30+00:00,We do have nice golf courses.
1432,2020-09-14 23:57:30+00:00,The only thing I have to ask is - didn't you all know it before he was sworn in?
1433,2020-09-14 23:57:30+00:00,Did you even go to school?
1434,2020-09-14 23:57:30+00:00,"He gets results, results I haven't seen a politician achieve my whole life. And you should know, I don't work with a single other UAW union member who doesn't also like him. Democrats took the working class for granted for years, empty promises, higher taxes. We're done with'em."
1435,2020-09-14 23:57:29+00:00,"Be quiet, rich old white man."
1436,2020-09-14 23:57:29+00:00,I see you! 
1437,2020-09-14 23:57:29+00:00, 
1438,2020-09-14 23:57:29+00:00,Es una vergüenza que un venezolano apoye a biden
1439,2020-09-14 23:57:29+00:00,Hey Brooklyn... You lie
1440,2020-09-14 23:57:29+00:00,@realDonaldTrump
1441,2020-09-14 23:57:29+00:00,Yeah honestly.
1442,2020-09-14 23:57:28+00:00,"Ah yes, unlike Donald ""Epstein and I like them young"" Trump"
1443,2020-09-14 23:57:28+00:00,Nope. His campaign is broke! The taxpayers are paying for his campaign. Every American should be angry about this.
1444,2020-09-14 23:57:28+00:00,So I don't need to cast my vote for you cuz you got this election in the bag. Got it !!!
1445,2020-09-14 23:57:28+00:00,"@realDonaldTrump you are not a scientist, you are chaos in orange paint. #ScienceDenierTrumpFires"
1446,2020-09-14 23:57:28+00:00,KKKKKKKKKKKKKKK @jornalnacional faz uma matéria do casal do ano
1447,2020-09-14 23:57:28+00:00,Wildfires=antifafires. Don’t be a nature racist Joe
1448,2020-09-14 23:57:28+00:00,It's about time!
1449,2020-09-14 23:57:28+00:00,No one.
1450,2020-09-14 23:57:28+00:00,Cockroach in the rye.
1451,2020-09-14 23:57:28+00:00,
1452,2020-09-14 23:57:28+00:00,"Look, anybody who knows Joe like I do.. knows he’s getting so hateful because he already knows he’s lost. He’ll he’s lost even when they coach him on where he is."
1453,2020-09-14 23:57:28+00:00,@realDonaldTrump @FoxNews why doesn’t Bloomberg donate 100 Million to the poor? Since the Dems claim they care so much.
1454,2020-09-14 23:57:28+00:00,Kind of like Hillary Clinton? she has yet to shut up about losing in 2016 and trying to undermine @realDonaldTrump presidency. #EightMoreYears for all of the illegal spying and wiretapping of Trump and his team plus the #RussianHoax that ate up tax $and almost 4 yrs!!
1455,2020-09-14 23:57:28+00:00,"Like Woodward said, you’re not the man for the job."
1456,2020-09-14 23:57:28+00:00,Do you think they care? They already have the ticket money
1457,2020-09-14 23:57:27+00:00,you kneel all the time before trump little fey boy
1458,2020-09-14 23:57:27+00:00, 
1459,2020-09-14 23:57:27+00:00,Plus how do you feel about all the VOLENCE Binden will not call them out on the volence.
1460,2020-09-14 23:57:27+00:00,تعمل الولايات المتحدة على عزل ايران بالكامل بعد توقيع اتفاق سلام مع طالبان لعبة فيه قطر دورا مهما واليوم أعلن السيد @SecPompeo عن مساعي أمريكية لتسوية الخلافات الخليجية. وهذا يعني نجاح الرئيس @realDonaldTrump في عزل ايران وتضييق الخناق عليها وسوف تعلن استسلامها قريبا.
1461,2020-09-14 23:57:27+00:00,Joe Biden’s Instagram Live interviews w/ influencers: Cardi B (her hit song is WAP - Wet Ass Pussy) & Jerry Harris of Netflix's Cheer. Jerry Harris is under FBI investigation for soliciting sex from minors. Parents these are Biden’s role models for your kids! @realDonaldTrump
1462,2020-09-14 23:57:27+00:00,Anachory in the name of civil rights G. Edward Griffin 1965
1463,2020-09-14 23:57:27+00:00,Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!Take down the CCP!@LiMengYAN119
1464,2020-09-14 23:57:27+00:00,Get your masks hide your kids hide your wife
1465,2020-09-14 23:57:26+00:00,Its absolutely a false narrative and President Trump calls it like it is. And so do the American people. The polls will reflect it on 11.4.20.
1466,2020-09-14 23:57:26+00:00,Big plans for retirement?
1467,2020-09-14 23:57:26+00:00,"What kind of guy are you Trump. You seems to act like you are above the law. Rally without mask or social distancing, reckless lying and destroying fundamental institutions, nepotism, ceaseless insults. Only in America"
1468,2020-09-14 23:57:26+00:00,#Traitors
1469,2020-09-14 23:57:26+00:00,
1470,2020-09-14 23:57:26+00:00,#GNDNow
1471,2020-09-14 23:57:26+00:00,
1472,2020-09-14 23:57:26+00:00,Drives you crazy you cant control them doesn't it Sir ?
1473,2020-09-14 23:57:25+00:00,Don't they know that the children are still locked up in cages? How can any Latinos support this evil man?
1474,2020-09-14 23:57:25+00:00,
1475,2020-09-14 23:57:25+00:00,@realDonaldTrump @POTUS @JohsieC
1476,2020-09-14 23:57:25+00:00,
1477,2020-09-14 23:57:25+00:00,"Jannuary 21, Joe!"
1478,2020-09-14 23:57:25+00:00,"If he’s distancing himself it will only be until Nov 4, then they will have run of the place. You can’t believe that he will run the country, he is a minion."
1479,2020-09-14 23:57:25+00:00,@realDonaldTrump is officially the stupidest person in the history of the world
1480,2020-09-14 23:57:25+00:00,"Someone just put some trash in my mailbox. Is @realDonaldTrump's media team dumb? To think this would work using a ""Karen"" and scare tactics? "
1481,2020-09-14 23:57:25+00:00,"At least his family still stands with him. Faithfully follows him from speech to speech, lest he be all alone."
1482,2020-09-14 23:57:25+00:00,I want to donate to @realDonaldTrump but there isn’t a place to check that I’m unemployed so how can @actblue have a place to check for people unemployed to donate to them? I’m calling BS on their donors. They’re getting funds from overseas. @TeamTrump
1483,2020-09-14 23:57:25+00:00,He say while sitting on his ass.
1484,2020-09-14 23:57:24+00:00,
1485,2020-09-14 23:57:24+00:00,U need to equip urself with as many lawyers as Biden team has to fight the results... they aren’t working as hard as u r cuz they’ve going to use their lawyers to win
1486,2020-09-14 23:57:24+00:00,
1487,2020-09-14 23:57:24+00:00,"Typical ""tough guy"" liberal. If they can't outnumber you, they will outsize little kids."
1488,2020-09-14 23:57:24+00:00,"@realDonaldTrump @ltgrusselhonore Hey, #draftdodgerdon, shut up. These players speak for truth and justice - whereas you just speak orange-colored lies and deceit. I couldn’t care less what you think. Fuck off."
1489,2020-09-14 23:57:24+00:00,For investing in the truth? Nah. She good.
1490,2020-09-14 23:57:24+00:00,That’s so great. Planned parenthood are baby killers. God says I knew you when you were still in your mother’s womb. God says children are a gift from God. There will be a lot of millstones. 
1491,2020-09-14 23:57:24+00:00,"So now you’re going to spread disease in Arizona like you did in Nevada? I’m sure you’ll keep away from everybody so you’re OK but make sure they sign those waivers! Just so you know, you’re not Michael, your Fredo kissing Putin‘s ass and when he’s done you go fishing"
1492,2020-09-14 23:57:24+00:00,"#TrumpIsUnwell tRump, Putin, and Un are psychotic! @JoeBiden is smart, compassionate, empathetic, presidential."
1493,2020-09-14 23:57:24+00:00,@EricRWeinstein @DonaldJTrumpJr The only person more discriminated against than Kyle Rittenhouse is.. any Asian person trying to get into an Ivy League university.
1494,2020-09-14 23:57:24+00:00,
1495,2020-09-14 23:57:24+00:00,There should be nothing unsafe about going to a rally or a protest. It’s pretty disgusting that people like you play cover for those who bring violence to what should be peaceful activities.
1496,2020-09-14 23:57:24+00:00,
1497,2020-09-14 23:57:23+00:00,"Ya vete a dormir Paty, a ver si te quitan el celular también, necesitas ayuda."
1498,2020-09-14 23:57:23+00:00,"He fires or ruins anyone that has testified before Congress, against him."
1499,2020-09-14 23:57:23+00:00,@realDonaldTrump @TheJusticeDept @TuckerCarlson Why are these domestic terrorists arrested and immediately released? #Riots2020 #MAGA2020
1500,2020-09-14 23:57:23+00:00,Vrai président
1501,2020-09-14 23:57:23+00:00,"I believe we would also have 41,000 that would also need to be treated for delusional TDS as well.....?"
1502,2020-09-14 23:57:23+00:00,"I hear ya, Kemba is the key. Man, he looked like he walking straight to IR after the game. Hopefully he can’t last a few more before it’s Stidham time. On the flip side, Brady looked washed"
1503,2020-09-14 23:57:23+00:00,August it was 78% of Republicans
1504,2020-09-14 23:57:23+00:00,Thank God we have that in President @realDonaldTrump 
1505,2020-09-14 23:57:23+00:00,
1506,2020-09-14 23:57:22+00:00, 
1507,2020-09-14 23:57:22+00:00,"If people only protest when you find it convenient and acceptable, it's not a protest, sweetie."
1508,2020-09-14 23:57:22+00:00,A trump apontee doing something stupid to benefit Trump... news at 11.
1509,2020-09-14 23:57:22+00:00,Remember what he said about the World war 1 and 2 soldiers that died. He called them losers. But I understand @realDonaldTrump building a wall to stop illegal immigrants but why didn't he build a wall at the Canada border and only Mexico?
1510,2020-09-14 23:57:22+00:00,Pres @realDonaldTrump just needs to DECLASS ALL OF IT. We’re tired of this BS drag it out for eons—the ‘digging’ up evidence part—when you got the badass crooks of the shadow govt continue 2 wipe phones &amp; get rid of evidence! Christ!!! @JudicialWatch is the only 1 nailing them!!
1511,2020-09-14 23:57:22+00:00,"What’s your plan Joe? I’m voting for President Trump, change my mind without mentioning him. I’ll wait."
1512,2020-09-14 23:57:21+00:00,"198,957... #yourbignumber"
1513,2020-09-14 23:57:21+00:00,What is he suppose to do - turn off the lights - Gavin Newsom tried that- it didn’t work
1514,2020-09-14 23:57:21+00:00,@realDonaldTrump 
1515,2020-09-14 23:57:21+00:00,"45, on a good day. When someone reads the daily briefing paragraph to him, or when he gets his KFC and MacDonald's food coma on. Right, IQ45? @realDonaldTrump"
1516,2020-09-14 23:57:21+00:00,
1517,2020-09-14 23:57:21+00:00,"Trump has not answer in almost 4 years. So let’s ask again @realDonaldTrump where are your tax returns, what are you hiding."
1518,2020-09-14 23:57:21+00:00,"Mira, tipo, peinate ese jodio pelo cono!"
1519,2020-09-14 23:57:21+00:00,Love him!!!
1520,2020-09-14 23:57:20+00:00,Trump's TikTok showdown is poised to reward his Silicon Valley political allies https://www.cnn.com/2020/09/14/tech/tiktok-politics/index.html How many more corruption cases can Donald Trump put together?
1521,2020-09-14 23:57:20+00:00,We need a balanced approach ... Addressing climate change and managing our lands. We need to speak about the budget. How will you balance the budget? This needs to be a front issue. Pocketbook issues matter. Speak louder against violence and destruction from all sides.
1522,2020-09-14 23:57:20+00:00,
1523,2020-09-14 23:57:20+00:00,It's called weather.
1524,2020-09-14 23:57:20+00:00,Yeah. That’ll show em. Since they already paid
1525,2020-09-14 23:57:20+00:00,
1526,2020-09-14 23:57:20+00:00,"LOL - nope... going to stay put and defend our Constitution from anarchists - will put my military training to great use. Believe me when I say, this is not going to end well for the Soros funded trouble makers. You will thank me at some point for protecting your freedoms."
1527,2020-09-14 23:57:20+00:00,#BidenHarris2020
1528,2020-09-14 23:57:20+00:00,Sad @realDonaldTrump 
1529,2020-09-14 23:57:20+00:00,
1530,2020-09-14 23:57:20+00:00,Just started watching the Steelers game!
1531,2020-09-14 23:57:20+00:00,Liar liar pants on fire! Donald Trump is broken all of his promises
1532,2020-09-14 23:57:20+00:00,"More of @realDonaldTrump's ""really fine people"" he hired...#TraitorInChief"
1533,2020-09-14 23:57:19+00:00,"WE WERE THERE MR.POTUS TRUMP -WE LOVED THE POSITIVE VIBES AT THE RALLY -OVER 25,000--- WE TRAVELED FROM SACRAMENTO,CA ....."
1534,2020-09-14 23:57:19+00:00,Why does this remind me of when young teens find a girl while gaming online? “Do you wanna be my online girlfriend? What else do you play?”
1535,2020-09-14 23:57:19+00:00,Why? He doesn’t need Trump TV.
1536,2020-09-14 23:57:19+00:00,@ambgrenell @realDonaldTrump why can’t we use some of the foreign wars $$$we are no longer spending to fund (loan) BULLET PROOF WINDOWS for all our local Patrol cars? ?? Make it a FEDERAL CRIME TO DAMAGE “federally financed vehicles”!!
1537,2020-09-14 23:57:19+00:00,
1538,2020-09-14 23:57:19+00:00,La Batalla por la #CasaBlanca: La #Presidencia de Donald @realDonaldTrump #Trump https://cnn.it/3isUbIo Lun Sep/14 21h #Chile #vtrplay #OnDemand Vía @CNNEE By @CNN C/@JakeTapper x @MediosCh http://radioInternet.cl Críticas&amp;aplausos... Un hombre&amp;su deseo de mantenerse en el poder
1539,2020-09-14 23:57:19+00:00,"Ok hear me out, Donald trump, joe Biden, Eddie bravo, Joey Diaz, and Alex Jones on Joe Rogan Experience."
1540,2020-09-14 23:57:19+00:00,“Donald Trump Is Smarter Than We Ever Gave Him Credit For” by Jessica Wildfire 
1541,2020-09-14 23:57:19+00:00,"Biden has a speech impediment, it has nothing to do with cognitive ability"
1542,2020-09-14 23:57:19+00:00,Pretty sure Sky Daddy doesn’t care.
1543,2020-09-14 23:57:19+00:00,I should hush now.
1544,2020-09-14 23:57:19+00:00,He's a liberal. Perverse predator
1545,2020-09-14 23:57:19+00:00,yep. an entire industry has sprung up.
1546,2020-09-14 23:57:19+00:00,
1547,2020-09-14 23:57:19+00:00,We’ve had the worst #Covid_19 response in the world but the president says we’ve done “too good of a job.” You can’t make this stuff up.
1548,2020-09-14 23:57:19+00:00,The law is an ass.
1549,2020-09-14 23:57:18+00:00,Wow “science is a thing” you must be a real smart one ! Lmao
1550,2020-09-14 23:57:18+00:00,"Virus was planted by omission or gross fault by CCP, WHO and Dems partners.Neo-Nazis agitators of Antifa and BLM are paid by Soros and the Democratic partners. With traitors at home it is more difficult to take care of her. But calm justice comes soon. From darkness to light."
